City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System,User_Token
Amsterdam,North Holland,The Netherlands,1012,52.3676,4.90414,Europe/Amsterdam,Vodafone Libertel B.V.,Ziggo CM,AS33915 Vodafone Libertel B.V.,6c0ac0d14d37
Kyoto,Kyoto,Japan,602-8051,35.0203,135.7602,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.,96e032797234
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,3775f019f2f2
,,,,,,,,,,ea8c49ee8943
Greenwood Village,Colorado,United States,80111,39.6029,-104.889,America/Denver,Charter Communications Inc,Spectrum,AS20001 Charter Communications Inc,4d77c31a00b3
Palo Alto,California,United States,94304,37.4161,-122.146,America/Los_Angeles,Amazon Technologies Inc.,DXC US Latin America Corporation,,09f8bc6c584b
Los Angeles,California,United States,90009,34.0522,-118.244,America/Los_Angeles,"Wayport, LLC","Wayport, Inc.",AS14654 AT&T Corp.,1f42a5934e10
Germantown,Maryland,United States,20876,39.1793,-77.2469,America/New_York,Hughes Network Systems,"Hughes Network Systems, LLC","AS6621 Hughes Network Systems, LLC",8a413fc7e569
Nanjing,Jiangsu,China,210000,32.0603,118.797,Asia/Shanghai,CERNET,,AS132553 China University of Petroleum (East China),a98411bb39ba
,,,,,,,,,,5e0b32a12eb6
,,,,,,,,,,e03256efeef8
Nanjing,Jiangsu,China,,32.0589,118.7738,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE,3b3e55cd325c
,,,,,,,,,,a9870dc67c5d
Harbin,Heilongjiang,China,150000,45.7421,126.663,Asia/Shanghai,Chinanet,Communication Corporation,AS4134 CHINANET-BACKBONE,60fa607c9a05
West Palm Beach,Florida,United States,33411,26.6642,-80.1732,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS20214 Comcast Cable Communications, LLC",a89541fa4613
Subang Jaya,Selangor,Malaysia,47600,3.06858,101.571,Asia/Kuala_Lumpur,"DiGi Telecommunications Sdn Bhd., Digi Internet Exchange",DiGi Telecommunications Sdn Bhd,AS4818 DiGi Telecommunications Sdn. Bhd.,a437120ab812
Ina,Nagano,Japan,396-0011,35.823,137.9532,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",Shinshu University,"AS2907 Research Organization of Information and Systems, National Institute of Informatics",faf08aa37ca2
Shaoxing,Zhejiang,China,312000,29.9982,120.583,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE,33992a65b40a
,,,,,,,,,,579b669653c5
,,,,,,,,,,5404381c1b73
Vadodara,Gujarat,India,390001,22.3008,73.2043,Asia/Kolkata,BSNL Internet,NIB,AS9829 National Internet Backbone,82f094c64587
,,,,,,,,,,b6d499fcf7b5
Minamimaioka,Kanagawa,Japan,244-0811,35.4207,139.5537,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation,7650c585d06a
Paris,Île-de-France,France,75000,48.8566,2.35222,Europe/Paris,Societe Internationale de Telecommunications Aeronautiques,Societe Internationale de Telecommunications Aeronautiques,,16d908ff4667
Midorigaoka,Hyōgo,Japan,664-8650,34.7961,135.4005,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.,638b67508244
Broomfield,Colorado,United States,80021,39.9209,-105.144,America/Denver,"Level 3 Communications, Inc.",Level 3,"AS3356 Level 3 Parent, LLC",337958a800fa
Hangzhou,Zhejiang,China,,30.2741,120.155,Asia/Shanghai,China Mobile Communications Corporation,China Mobile,AS56041 China Mobile communications corporation,02f890f91b4c
Frankfurt am Main,Hesse,Germany,60313,50.1109,8.68213,Europe/Berlin,Amazon.com,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc.",723824da6032
São Carlos,São Paulo,Brazil,13560,-21.9034,-47.8788,America/Sao_Paulo,Universidade De SAO Paulo,Universidade De SAO Paulo,AS28571 UNIVERSIDADE DE SAO PAULO,04486029bd04
Hung Yen,Hưng Yên Province,Vietnam,,20.6473,106.047,Asia/Bangkok,VNPT-VNNIC,VietNam Post and Telecom Corporation,AS45899 VNPT Corp,5c7050aa07b9
Garbagnate Milanese,Lombardy,Italy,20024,45.5721,9.078,Europe/Rome,Telecom Italia S.p.A. TIN EASY LITE,INTERBUSINESS,AS3269 Telecom Italia S.p.A.,b9b07a33f560
,,,,,,,,,,8fe207ce8c96
,,,,,,,,,,1a8980340155
Portland,Oregon,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",f172dbb4f304
Little Rock,Arkansas,United States,72212,34.7867,-92.3969,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,,b149a58816d2
Méchouar de Casablanca,Casablanca-Settat,Morocco,,33.5304,-7.64447,Africa/Casablanca,MEDITELECOM,Orange Morocco,AS36925 MEDITELECOM,bde8cb183f80
El Salto,Jalisco,Mexico,45680,20.5225,-103.1951,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET,f5fcc312875b
Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center,93baf614b080
Stamford,Connecticut,United States,6902,41.0641,-73.548,America/New_York,Cablevision Systems Corp.,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.,3331ee1d3217
Massillon,Ohio,United States,44646,40.8133,-81.4971,America/New_York,Department of Administrative Services,Department of Administrative Services,AS19902 Department of Administrative Services,a098585287b3
Portland,Oregon,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc.",c6c352ea922f
Chicago,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,A100 ROW Inc,A100 ROW Inc,,88547bdfea0b
Yotsukaidō,Chiba,Japan,284-0001,35.6862,140.1642,Asia/Tokyo,296 BROAD NET Com Inc,CABLENET296,AS17682 296 BROAD NET Com Inc,eb47be49fa6e
Timbó,Santa Catarina,Brazil,89120,-26.8236,-49.2864,America/Sao_Paulo,UNIFIQUE TELECOMUNICACOES S/A,UNIFIQUE TELECOMUNICACOES S/A,AS28343 UNIFIQUE TELECOMUNICACOES S/A,9b44c657943c
Los Angeles,California,United States,90009,34.0522,-118.244,America/Los_Angeles,Charter Communications,Spectrum,AS20001 Charter Communications Inc,a075e229f9bb
Cairo,Cairo Governorate,Egypt,,30.0588,31.2268,Africa/Cairo,The Egyptian Company for Mobile Services,Orange Egypt,AS37069 The Egyptian Company for Mobile Services (Mobinil),473f3bf8912e
Qingdao,Shandong,China,,36.061,120.3814,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",9c677c4206d8
,,,,,,,,,,1851e8e36145
San Francisco,California,United States,94104,37.7934,-122.403,America/Los_Angeles,Wells Fargo & Company,Wells Fargo & Company,,7a4d7a63d990
,,,,,,,,,,326b096acb0c
Utsunomiya,Tochigi,Japan,320-0801,36.5644,139.8928,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation,50ae597d69f8
Vila Nova de Gaia,Porto,Portugal,4430-748,41.1384,-8.6168,Europe/Lisbon,NOS Comunicacoes S.A.,TVCABO-Portugal,"AS2860 NOS COMUNICACOES, S.A.",0b68f25dbebc
Muping,Sichuan,China,,30.2638,102.805,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE,3e23ffcb5f13
Seongnam-si,Gyeonggi-do,South Korea,5670,37.5162,127.099,Asia/Seoul,SamsungSDS Inc.,Samsungsds,AS6619 SamsungSDS Inc.,1c4ac4226aa4
Palo Alto,California,United States,94304,37.412,-122.148,America/Los_Angeles,HP Inc.,HP Inc,,e6d119ae1139
Tsu,Mie,Japan,514-0011,34.7385,136.5207,Asia/Tokyo,"Chubu Telecommunications Company, Inc.","Chubu Telecommunications Co., Inc.","AS18126 Chubu Telecommunications Company, Inc.",6be617895127
Shenzhen,Guangdong,China,518000,22.5431,114.058,Asia/Shanghai,China Mobile communications corporation,China Mobile,"AS9808 China Mobile Communications Group Co., Ltd.",1b3511ec4238
Stuttgart,Baden-Wurttemberg,Germany,70184,48.767,9.1827,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,4290b4136f18
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center,9a4981419374
Curitiba,Paraná,Brazil,80000,-25.5026,-49.2908,America/Sao_Paulo,V tal,V tal,AS8167 V tal,6de9a4224adc
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,872239d9cca4
Minneapolis,Minnesota,United States,55407,44.9493,-93.2608,America/Chicago,"Allina Health System, Inc.","Allina Health System, Inc.","AS7800 Allina Health System, Inc.",ab48a3e58dd0
,,,,,,,,,,e976f1b49be5
Tasman District,Tasman District,New Zealand,7175,-41.2039,173.0444,Pacific/Auckland,INSPIRENET,,AS17705 InSPire Net Ltd,30be8aed3493
,,,,,,,,,,93a60976fcee
Carrboro,North Carolina,United States,27510,35.9108,-79.0836,America/New_York,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,AS36850 University of North Carolina at Chapel Hill,ea0da075a1e4
Seongnam-si,Gyeonggi-do,South Korea,13606,37.3638,127.122,Asia/Seoul,Nielsen Consumer LLC,Kornet,AS16477 Nielsen Consumer LLC,a3ed9707ce2c
Abu Dhabi,Abu Dhabi,United Arab Emirates,,24.4542,54.406,Asia/Dubai,Emirates Telecommunications Corporation,Etisalat,AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC,960ce0463304
Montreal,Quebec,Canada,H4X,45.5019,-73.5674,America/Toronto,IBM,IBM,,03a97c261000
Nanjing,Jiangsu,China,210000,32.0607,118.763,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE,00497740bfa2
Atlanta,Georgia,United States,30309,33.7982,-84.3881,America/New_York,Invesco Group Services,"Invesco Group Services, Inc.",,3d512c81475c
Seattle,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",,eb3145b27f4b
's-Gravenzande,South Holland,The Netherlands,2694,52.0017,4.16528,Europe/Amsterdam,DELTA Fiber Nederland,CAIW Diensten B.V,,7fda9cda6b9c
New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business,4cd19f1d1716
Ludwigsburg,Baden-Wurttemberg,Germany,71640,48.8894,9.2184,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,435e2756501c
,,,,,,,,,,40420190d6ae
São Paulo,São Paulo,Brazil,1000,-23.6283,-46.6409,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS27699 TELEFÔNICA BRASIL S.A,f60cbcf23d15
Minato-ku,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.,ff147087551d
Busan,Busan,South Korea,48927,35.1085,129.038,Asia/Seoul,SMLNET,Smlnet,,e8d1edb13467
New York,New York,United States,10123,40.7128,-74.006,America/New_York,"ViaSat, Inc.","ViaSat, Inc.","AS7155 ViaSat,Inc.",166de43b05e1
Taipei,Taipei City,Taiwan,,25.0504,121.5324,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group,c50e72963d86
Hangzhou,Zhejiang,China,,30.2994,120.1612,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",6ebffcee1217
,,,,,,,,,,0f5cdc8e988c
Daman,Dadra and Nagar Haveli and Daman and Diu,India,396210,20.4126,72.8292,Asia/Kolkata,telnet technoinfra pvt ltd,telnet technoinfra pvt ltd,AS138411 Telnet Technoinfra Pvt Ltd,41c0000cdc90
Frauenkappelen,Bern,Switzerland,3202,46.9582,7.3377,Europe/Zurich,Swisscom (Schweiz) AG - Bluewin,Swisscom (Schweiz) AG,AS3303 Swisscom (Schweiz) AG,4d39fa590c00
,,,,,,,,,,eeae3e1c0dc8
Bentonville,Arkansas,United States,72716,36.3653,-94.2176,America/Chicago,"Wal-Mart Stores, Inc.","Wal-Mart Stores, Inc.","AS10695 Wal-Mart Stores, Inc.",77bdcfa12c03
Chicago,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,United States Cellular Telephone Company,Service Provider Corporation,"AS6614 UNITED STATES CELLULAR TELEPHONE COMPANY (GREATER KNOXVILLE), L.P.",afbbb30678c4
Kedaton,Lampung,Indonesia,,-5.38892,105.279,Asia/Jakarta,Giga Prima Lestari,,AS63882 PT Giga Prima Lestari,93016b1cf8cd
Pyeongtaek-si,Gyeonggi-do,South Korea,179,36.9871,126.9339,Asia/Seoul,LG POWERCOMM,DACOM-PUBNETPLUS,AS17858 LG POWERCOMM,f2b01523ca15
San Diego,California,United States,92115,32.7638,-117.07,America/Los_Angeles,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business,6191069e6024
Lesquin,Hauts-de-France,France,59810,50.5823,3.119,Europe/Paris,Free Mobile SAS,Free Mobile,AS51207 Free Mobile SAS,467792de06b3
Zurich,Zurich,Switzerland,8008,47.3503,8.5561,Europe/Zurich,Swisscom (Schweiz) AG - SME/Cybernet,Swisscom (Schweiz) AG,AS3303 Swisscom (Schweiz) AG,5ee3e108e971
Nomhon,Qinghai,China,,35.7448,96.4077,Asia/Shanghai,China Telecom,Chinanet QH,AS140061 Qinghai Telecom,d72e18b1bb1f
Yuto,Jujuy,Argentina,4518,-23.6697,-64.4673,America/Argentina/Jujuy,Telecom Argentina S.A.,Telecom Argentina S.A,AS7303 Telecom Argentina S.A.,6ad37fa6ad3f
New York,New York,United States,10271,40.7085,-74.0106,America/New_York,JPMorgan Chase & Co.,JPMorgan Chase & Co.,,ef9a5f193ef4
Kyoto,Kyoto,Japan,602-8051,35.0203,135.7602,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,47dc0c5e6978
Atlanta,Georgia,United States,30303,33.7615,-84.3914,America/New_York,GTT,FreightCheck LLC,AS3257 GTT Communications Inc.,da1e8080edde
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,73a481482c60
Novosibirsk,Novosibirsk Oblast,Russia,630000,54.9022,83.0335,Asia/Novosibirsk,Rostelecom networks,JSC Rostelecom regional branch Siberia,AS12389 PJSC Rostelecom,eab0df560e87
Fārsān,Chaharmahal and Bakhtiari Province,Iran,,32.2548,50.5502,Asia/Tehran,Iran Telecommunication Company PJS,Telecommunication Company of Chahar Mahal o Bakhtiari,AS58224 Iran Telecommunication Company PJS,b9e0eda7102f
Izmir,İzmir Province,Türkiye,35230,38.425,27.1417,Europe/Istanbul,National Academic Network and Information Center,Dokuz Eylul University,AS8517 National Academic Network and Information Center,03da207dd73b
,,,,,,,,,,e7668f2ddf0b
Gabès,Gabès Governorate,Tunisia,,33.8747,10.1023,Africa/Tunis,EO DATACENTER,ATI - Agence Tunisienne Internet,AS37504 EO Data Center,f6b41165a2d3
San Diego,California,United States,92111,32.819,-117.179,America/Los_Angeles,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego",bad5194af2a6
,,,,,,,,,,19c13cee9e66
Cedar Rapids,Iowa,United States,52404,41.9504,-91.6897,America/Chicago,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC",f8eeff01caee
San Diego,California,United States,92111,32.819,-117.179,America/Los_Angeles,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego",38c970b2c42f
Matão,São Paulo,Brazil,15990,-21.5974,-48.4534,America/Sao_Paulo,PROCESS SOLUTIONS TECNOLOGIA DA INFORMAÇÃO LTDA,PROCESS SOLUTIONS TECNOLOGIA DA INFORMAÇÃO LTDA,AS28334 PROCESS SOLUTIONS TECNOLOGIA DA INFORMAÇÃO LTDA,0f0ee16dafc5
Kansas City,Missouri,United States,64112,39.077,-94.5838,America/Chicago,Sprint,Sprint Midwest Group,"AS6157 SPRINT, Business Serices Group",cf1d83f38e0e
New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business,1923c92b1175
Tehran,Tehran,Iran,,35.6824,51.4158,Asia/Tehran,Iran Telecommunication Company PJS,TCQ DSL,AS58224 Iran Telecommunication Company PJS,ceec8d1d8c24
Concord,California,United States,94520,37.974,-122.033,America/Los_Angeles,Bank of America,"Bank of America, National Association",,05378b8610e0
Xinzhuang,Shanghai,China,,31.2936,121.164,Asia/Shanghai,China Telecom (Group),Shangahi Volkswagen Automotive Company,AS4812 China Telecom (Group),68f3f7ee6ce8
Taiyuan,Shanxi,China,,37.8706,112.549,Asia/Shanghai,China Unicom Shanxi Province Network,,AS4837 CHINA UNICOM China169 Backbone,513dd7dd9ede
,,,,,,,,,,2f3352351774
Daishuku,Ibaraki,Japan,302-0011,35.9025,140.0892,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,a1886d0ecdaf
Nanjing,Jiangsu,China,210000,32.0607,118.763,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE,533257cd0731
Bellevue,Washington,United States,98006,47.5767,-122.167,America/Los_Angeles,T-Mobile USA,"T-Mobile USA, Inc.",,d983c74bf0c9
Paris,Île-de-France,France,75001,48.8323,2.4075,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,N9uf DYN DSL,AS15557 Societe Francaise Du Radiotelephone - SFR SA,d62d7a66fb89
New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business,cd5743103832
Chicago,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,A100 ROW Inc,A100 ROW Inc,,11ece87c32ca
New York,New York,United States,10271,40.7085,-74.0106,America/New_York,JPMorgan Chase & Co.,JPMorgan Chase & Co.,,ccddb917cb11
Denver,Colorado,United States,80294,39.7523,-104.984,America/Denver,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC",00ec6b30c46e
San Diego,California,United States,92111,32.819,-117.179,America/Los_Angeles,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego",82b0acf0c39c
Butwāl,Lumbini Province,Nepal,,27.6866,83.4323,Asia/Kathmandu,WorldLink Communications,,AS17501 WorldLink Communications Pvt Ltd,58a2d837cc68
Selvazzano Dentro,Veneto,Italy,35030,45.3853,11.7921,Europe/Rome,Fastweb SpA,Fastweb POP Internet,AS12874 Fastweb SpA,5058094d3652
Reston,Virginia,United States,20190,38.9555,-77.3643,America/New_York,OVH SAS,OVH US LLC,AS16276 OVH SAS,3482ade94bbe
Melbourne,Victoria,Australia,3046,-37.7059,144.9259,Australia/Melbourne,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD,f8c4b2b88f23
,,,,,,,,,,794454bc656b
Philadelphia,Pennsylvania,United States,19139,39.9635,-75.2297,America/New_York,Drexel University,Drexel University,AS11834 Drexel University,a30b73918c15
Klagenfurt,Carinthia,Austria,9020,46.6233,14.2999,Europe/Vienna,Universitaet Klagenfurt,Universitaet Klagenfurt,AS1111 Universitaet Klagenfurt,bb8abe9f5ea5
Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,5ccc29d9ad85
Seattle,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",,a89453c1546f
Jackson,Mississippi,United States,39212,32.2361,-90.2601,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",596bbbd3102d
Paris,Île-de-France,France,75000,48.8566,2.35222,Europe/Paris,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.,47e3811c3b21
Rome,Lazio,Italy,187,41.8931,12.4026,Europe/Rome,Telecom Italia S.p.A.,Telecom Italia SPA,AS3269 Telecom Italia S.p.A.,c558765b78a4
Tehran,Tehran,Iran,,35.6824,51.4158,Asia/Tehran,Mobile Communication Company of Iran PLC,Mcci VAS,AS197207 Mobile Communication Company of Iran PLC,64fbd6bfb8bc
Huntsville,Alabama,United States,35801,34.7315,-86.5654,America/Chicago,Google Fiber Inc.,Google Fiber Inc,AS16591 Google Fiber Inc.,3d48784032a3
,,,,,,,,,,e2de7cb7222a
London,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation,08f9365d947d
New York,New York,United States,10123,40.7128,-74.006,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS209 CenturyLink Communications, LLC",c31e6bb57b0f
Monroe,Louisiana,United States,71201,32.5896,-92.0669,America/Chicago,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS209 CenturyLink Communications, LLC",2e581df6516f
Palo Alto,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,,f97057953fdb
Phu Ly,Hà Nam Province,Vietnam,,20.5411,105.9139,Asia/Bangkok,VNPT,,AS45899 VNPT Corp,89f8b203ec8a
