Linkage_Index,City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
2022,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,SoftLayer,SoftLayer Technologies Inc.,
2023,New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
2024,Reykjavik,Texas,China,1001,-33.8688,151.209,Australia/Sydney,Telstra Corporation Limited,Telstra Corporation,AS1221 Telstra Corporation Ltd
2025,Schaumburg,Illinois,United States,60196,42.0665,-88.056,America/Chicago,"Motorola, Inc.",Motorola MNIC,"AS19773 Motorola, Inc."
2026,Ash-Shaykh Zayid,São Paulo,United Kingdom,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
2027,Ann Arbor,Indiana,Canada,W1B,51.5074,-0.127758,Europe/London,Microsoft Limited,Microsoft Limited,
2028,Greven,North Rhine-Westphalia,Germany,48268,52.0944,7.62917,Europe/Berlin,Cogent Communications,Wir Solutions GmbH,AS174 Cogent Communications
2029,Weifang,Ohio,Philippines,31909,32.5304,-84.9316,America/New_York,FTBENNING,USAISC,AS367 DoD Network Information Center
2030,Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
2031,Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,ARNG-HI,USAISC,AS364 DoD Network Information Center
2032,Mountain View,Yogyakarta,United States,1604,14.5766,121.073,Asia/Manila,Converge ICT,,AS17639 Converge ICT Solutions Inc.
2033,Chaowai,Beijing,China,,39.9714,116.49,Asia/Shanghai,China Telecom (Group),21ViaNet,"AS23724 IDC, China Telecommunications Corporation"
2034,Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,CSTNET,Cstnet,
2035,Chicago,Tokyo,Australia,147 00,50.0484,14.4554,Europe/Prague,CZ.CZNET,,"AS5610 O2 Czech Republic, a.s."
2036,Saquarema,Rio de Janeiro,Brazil,28990-000,-22.8935,-42.4683,America/Sao_Paulo,ML Telecom,Metropop Tecn. da Informação Ltda ( ML TELECOM ),AS10704 ML Telecom
2037,Rotterdam,Tokyo,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
2038,Cairo,Cairo Governorate,Egypt,,30.0588,31.2268,Africa/Cairo,TE Data,,AS8452 TE-AS
2039,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
2040,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
2041,Seongnam-si,Gyeonggi-do,South Korea,135,37.377,127.1091,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd
2042,Tunis,Tunis Governorate,Tunisia,,36.8232,10.1701,Africa/Tunis,TOPNET,ATI - Agence Tunisienne Internet,AS37705 TOPNET
2043,San Jose,California,Türkiye,T5P,53.548,-113.597,America/Edmonton,TELUS Communications Inc.,TELUS Communications Inc.,AS852 TELUS Communications Inc.
2044,Morioka,Iwate,Japan,020-0821,39.7003,141.1542,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
2045,Vetagrande,Zacatecas,Mexico,98140,22.8323,-102.5512,America/Mexico_City,"Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V","AS13999 Mega Cable, S.A. de C.V."
2046,Beijing,Beijing,China,,39.911,116.395,Asia/Shanghai,DXTNET,"Beijing Teletron Telecom Engineering Co., Ltd.",AS4808 China Unicom Beijing Province Network
2047,Brisbane,Free and Hanseatic City of Hamburg,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
2048,City of London,England,United Kingdom,EC3R 7LP,51.5113,-0.079212,Europe/London,Microsoft Corporation,Microsoft Azure Cloud (uksouth),AS8075 Microsoft Corporation
2049,Potomje,Dubrovnik-Neretva County,Croatia,20244,42.9437,17.3331,Europe/Zagreb,CARNET,,AS2108 Croatian Academic and Research Network
2050,Broomfield,Colorado,United States,80021,39.9209,-105.144,America/Denver,"Level 3 Communications, Inc.","Level 3 Communications, Inc.","AS3356 Level 3 Parent, LLC"
2051,Whitehall,Hesse,China,95052,37.3862,-121.964,America/Los_Angeles,Intel Corporation,Intel Corporation,
2052,Stockholm,Stockholm County,Sweden,100 04,59.3293,18.0686,Europe/Stockholm,Telecom3,,AS29518 Bredband2 AB
2053,Mexico City,Arizona,Netherlands,33823,28.0699,-81.8107,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
2054,Brussels,Brussels Capital,Belgium,1000,50.8774,4.42403,Europe/Brussels,Orange Belgium SA,,AS47377 Orange Belgium SA
2055,Muping,Hesse,United States,95054,37.3931,-121.962,America/Los_Angeles,The Constant Company,"Vultr Holdings, LLC","AS20473 The Constant Company, LLC"
2056,Gallatin,Tennessee,United States,37066,36.4028,-86.467,America/Chicago,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
2057,Yuzhong Chengguanzhen,Gansu,China,,35.7518,104.286,Asia/Shanghai,Chinanet,Chinanet GS,AS4134 CHINANET-BACKBONE
2058,Raleigh,Louisiana,Hong Kong,6300,43.7045,7.2597,Europe/Paris,Orange,,AS3215 Orange S.A.
2059,Kolkata,West Bengal,India,700014,22.518,88.3832,Asia/Kolkata,BHARTI,BCL NORTH,AS45609 Bharti Airtel Ltd. AS for GPRS Service
2060,Ada,England,Egypt,239-0831,35.2319,139.6911,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION
2061,Englewood,Colorado,United States,80112,39.5781,-104.856,America/Denver,JAB Wireless,"JAB Wireless, INC.",
2062,Dearborn,Michigan,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
2063,Amsterdam,North Holland,The Netherlands,1012,52.3676,4.90414,Europe/Amsterdam,Vodafone Libertel B.V.,Ziggo CM,AS33915 Vodafone Libertel B.V.
2064,Kyoto,Kyoto,Japan,602-8051,35.0203,135.7602,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.
2065,London,New York,South Korea,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
2066,Greenwood Village,Colorado,United States,80111,39.6029,-104.889,America/Denver,Charter Communications Inc,Spectrum,AS20001 Charter Communications Inc
2067,Indianapolis,Virginia,Pakistan,94304,37.4161,-122.146,America/Los_Angeles,Amazon Technologies Inc.,DXC US Latin America Corporation,
2068,Los Angeles,California,United States,90009,34.0522,-118.244,America/Los_Angeles,"Wayport, LLC","Wayport, Inc.",AS14654 AT&T Corp.
2069,Germantown,Maryland,United States,20876,39.1793,-77.2469,America/New_York,Hughes Network Systems,"Hughes Network Systems, LLC","AS6621 Hughes Network Systems, LLC"
2070,Nanjing,Jiangsu,China,210000,32.0603,118.797,Asia/Shanghai,CERNET,,AS132553 China University of Petroleum (East China)
2071,Perm,Bogota D.C.,United States,,32.0589,118.7738,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
2072,Harbin,Heilongjiang,China,150000,45.7421,126.663,Asia/Shanghai,Chinanet,Communication Corporation,AS4134 CHINANET-BACKBONE
2073,West Palm Beach,Florida,United States,33411,26.6642,-80.1732,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS20214 Comcast Cable Communications, LLC"
2074,Jubail,Ohio,United States,47600,3.06858,101.571,Asia/Kuala_Lumpur,"DiGi Telecommunications Sdn Bhd., Digi Internet Exchange",DiGi Telecommunications Sdn Bhd,AS4818 DiGi Telecommunications Sdn. Bhd.
2075,Ina,Nagano,Japan,396-0011,35.823,137.9532,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",Shinshu University,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
2076,Shaoxing,Zhejiang,China,312000,29.9982,120.583,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
2077,Sandton,New York,United States,390001,22.3008,73.2043,Asia/Kolkata,BSNL Internet,NIB,AS9829 National Internet Backbone
2078,Minamimaioka,Kanagawa,Japan,244-0811,35.4207,139.5537,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
2079,Paris,Île-de-France,France,75000,48.8566,2.35222,Europe/Paris,Societe Internationale de Telecommunications Aeronautiques,Societe Internationale de Telecommunications Aeronautiques,
2080,Midorigaoka,Hyōgo,Japan,664-8650,34.7961,135.4005,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.
2081,Broomfield,Colorado,United States,80021,39.9209,-105.144,America/Denver,"Level 3 Communications, Inc.",Level 3,"AS3356 Level 3 Parent, LLC"
2082,Hangzhou,Zhejiang,China,,30.2741,120.155,Asia/Shanghai,China Mobile Communications Corporation,China Mobile,AS56041 China Mobile communications corporation
2083,Litomyšl,New South Wales,India,60313,50.1109,8.68213,Europe/Berlin,Amazon.com,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
2084,Dublin,Georgia,Australia,13560,-21.9034,-47.8788,America/Sao_Paulo,Universidade De SAO Paulo,Universidade De SAO Paulo,AS28571 UNIVERSIDADE DE SAO PAULO
2085,Mooresville,Bremen,United Kingdom,,20.6473,106.047,Asia/Bangkok,VNPT-VNNIC,VietNam Post and Telecom Corporation,AS45899 VNPT Corp
2086,Garbagnate Milanese,Lombardy,Italy,20024,45.5721,9.078,Europe/Rome,Telecom Italia S.p.A. TIN EASY LITE,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
2087,Portland,Oregon,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
2088,Sierra Vista,Michigan,Egypt,72212,34.7867,-92.3969,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,
2089,Méchouar de Casablanca,Casablanca-Settat,Morocco,,33.5304,-7.64447,Africa/Casablanca,MEDITELECOM,Orange Morocco,AS36925 MEDITELECOM
2090,El Salto,Jalisco,Mexico,45680,20.5225,-103.1951,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
2091,Herndon,North Carolina,Brazil,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
2092,Stamford,Connecticut,United States,6902,41.0641,-73.548,America/New_York,Cablevision Systems Corp.,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.
2093,Baldwin City,Quebec,United States,44646,40.8133,-81.4971,America/New_York,Department of Administrative Services,Department of Administrative Services,AS19902 Department of Administrative Services
2094,Portland,Oregon,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
2095,Chicago,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,A100 ROW Inc,A100 ROW Inc,
2096,Frankfurt am Main,Gujarat,Colombia,284-0001,35.6862,140.1642,Asia/Tokyo,296 BROAD NET Com Inc,CABLENET296,AS17682 296 BROAD NET Com Inc
2097,Chicago,Illinois,South Africa,89120,-26.8236,-49.2864,America/Sao_Paulo,UNIFIQUE TELECOMUNICACOES S/A,UNIFIQUE TELECOMUNICACOES S/A,AS28343 UNIFIQUE TELECOMUNICACOES S/A
2098,Los Angeles,California,United States,90009,34.0522,-118.244,America/Los_Angeles,Charter Communications,Spectrum,AS20001 Charter Communications Inc
2099,Kuopio,Western Cape,United States,,30.0588,31.2268,Africa/Cairo,The Egyptian Company for Mobile Services,Orange Egypt,AS37069 The Egyptian Company for Mobile Services (Mobinil)
2100,Qingdao,Shandong,China,,36.061,120.3814,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
2101,San Francisco,California,United States,94104,37.7934,-122.403,America/Los_Angeles,Wells Fargo & Company,Wells Fargo & Company,
2102,Utsunomiya,Tochigi,Japan,320-0801,36.5644,139.8928,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
2103,Cascavel,Ontario,United States,4430-748,41.1384,-8.6168,Europe/Lisbon,NOS Comunicacoes S.A.,TVCABO-Portugal,"AS2860 NOS COMUNICACOES, S.A."
2104,Muping,Sichuan,China,,30.2638,102.805,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
2105,Harbin,Ohio,United States,5670,37.5162,127.099,Asia/Seoul,SamsungSDS Inc.,Samsungsds,AS6619 SamsungSDS Inc.
2106,Xiaolou,New York,United Kingdom,94304,37.412,-122.148,America/Los_Angeles,HP Inc.,HP Inc,
2107,Tsu,Mie,Japan,514-0011,34.7385,136.5207,Asia/Tokyo,"Chubu Telecommunications Company, Inc.","Chubu Telecommunications Co., Inc.","AS18126 Chubu Telecommunications Company, Inc."
2108,Shenzhen,Guangdong,China,518000,22.5431,114.058,Asia/Shanghai,China Mobile communications corporation,China Mobile,"AS9808 China Mobile Communications Group Co., Ltd."
2109,Stuttgart,Baden-Wurttemberg,Germany,70184,48.767,9.1827,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
2110,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
2111,Curitiba,Paraná,Brazil,80000,-25.5026,-49.2908,America/Sao_Paulo,V tal,V tal,AS8167 V tal
2112,Jinrongjie,Guangdong,China,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
2113,Minneapolis,Minnesota,United States,55407,44.9493,-93.2608,America/Chicago,"Allina Health System, Inc.","Allina Health System, Inc.","AS7800 Allina Health System, Inc."
2114,Cairo,England,United States,7175,-41.2039,173.0444,Pacific/Auckland,INSPIRENET,,AS17705 InSPire Net Ltd
2115,Carrboro,North Carolina,United States,27510,35.9108,-79.0836,America/New_York,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,AS36850 University of North Carolina at Chapel Hill
2116,Seongnam-si,Gyeonggi-do,South Korea,13606,37.3638,127.122,Asia/Seoul,Nielsen Consumer LLC,Kornet,AS16477 Nielsen Consumer LLC
2117,Abu Dhabi,Abu Dhabi,United Arab Emirates,,24.4542,54.406,Asia/Dubai,Emirates Telecommunications Corporation,Etisalat,AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC
2118,Montreal,Quebec,Canada,H4X,45.5019,-73.5674,America/Toronto,IBM,IBM,
2119,Nanjing,Jiangsu,China,210000,32.0607,118.763,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
2120,Moscow,Centre-Val de Loire,Sweden,30309,33.7982,-84.3881,America/New_York,Invesco Group Services,"Invesco Group Services, Inc.",
2121,Seattle,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
2122,'s-Gravenzande,South Holland,The Netherlands,2694,52.0017,4.16528,Europe/Amsterdam,DELTA Fiber Nederland,CAIW Diensten B.V,
2123,New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
2124,Ludwigsburg,Baden-Wurttemberg,Germany,71640,48.8894,9.2184,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
2125,Chicago,Auckland,United States,1000,-23.6283,-46.6409,America/Sao_Paulo,Vivo,TELEFONICA BRASIL S.A,AS27699 TELEFÔNICA BRASIL S.A
2126,Ashburn,North Holland,United States,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
2127,San Salvador de Jujuy,Stockholm County,South Korea,48927,35.1085,129.038,Asia/Seoul,SMLNET,Smlnet,
2128,New York,New York,United States,10123,40.7128,-74.006,America/New_York,"ViaSat, Inc.","ViaSat, Inc.","AS7155 ViaSat,Inc."
2129,Diu,Indiana,South Korea,,25.0504,121.5324,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
2130,Hangzhou,Zhejiang,China,,30.2994,120.1612,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
2131,Daman,Dadra and Nagar Haveli and Daman and Diu,India,396210,20.4126,72.8292,Asia/Kolkata,telnet technoinfra pvt ltd,telnet technoinfra pvt ltd,AS138411 Telnet Technoinfra Pvt Ltd
2132,Frauenkappelen,Bern,Switzerland,3202,46.9582,7.3377,Europe/Zurich,Swisscom (Schweiz) AG - Bluewin,Swisscom (Schweiz) AG,AS3303 Swisscom (Schweiz) AG
2133,Burnaby,Quebec,United States,72716,36.3653,-94.2176,America/Chicago,"Wal-Mart Stores, Inc.","Wal-Mart Stores, Inc.","AS10695 Wal-Mart Stores, Inc."
2134,Chicago,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,United States Cellular Telephone Company,Service Provider Corporation,"AS6614 UNITED STATES CELLULAR TELEPHONE COMPANY (GREATER KNOXVILLE), L.P."
2135,Haidian,Saitama,United States,,-5.38892,105.279,Asia/Jakarta,Giga Prima Lestari,,AS63882 PT Giga Prima Lestari
2136,Pyeongtaek-si,Gyeonggi-do,South Korea,179,36.9871,126.9339,Asia/Seoul,LG POWERCOMM,DACOM-PUBNETPLUS,AS17858 LG POWERCOMM
2137,San Diego,California,United States,92115,32.7638,-117.07,America/Los_Angeles,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business
2138,Prince George,Lagos,United States,59810,50.5823,3.119,Europe/Paris,Free Mobile SAS,Free Mobile,AS51207 Free Mobile SAS
2139,Zurich,Zurich,Switzerland,8008,47.3503,8.5561,Europe/Zurich,Swisscom (Schweiz) AG - SME/Cybernet,Swisscom (Schweiz) AG,AS3303 Swisscom (Schweiz) AG
2140,Nomhon,Qinghai,China,,35.7448,96.4077,Asia/Shanghai,China Telecom,Chinanet QH,AS140061 Qinghai Telecom
2141,Blacksburg,North Carolina,United States,4518,-23.6697,-64.4673,America/Argentina/Jujuy,Telecom Argentina S.A.,Telecom Argentina S.A,AS7303 Telecom Argentina S.A.
2142,Frankfurt am Main,Ohio,South Korea,10271,40.7085,-74.0106,America/New_York,JPMorgan Chase & Co.,JPMorgan Chase & Co.,
2143,Kyoto,Kyoto,Japan,602-8051,35.0203,135.7602,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
2144,Montreal,Ohio,United States,30303,33.7615,-84.3914,America/New_York,GTT,FreightCheck LLC,AS3257 GTT Communications Inc.
2145,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
2146,Novosibirsk,Novosibirsk Oblast,Russia,630000,54.9022,83.0335,Asia/Novosibirsk,Rostelecom networks,JSC Rostelecom regional branch Siberia,AS12389 PJSC Rostelecom
2147,Fārsān,Chaharmahal and Bakhtiari Province,Iran,,32.2548,50.5502,Asia/Tehran,Iran Telecommunication Company PJS,Telecommunication Company of Chahar Mahal o Bakhtiari,AS58224 Iran Telecommunication Company PJS
2148,Izmir,İzmir Province,Türkiye,35230,38.425,27.1417,Europe/Istanbul,National Academic Network and Information Center,Dokuz Eylul University,AS8517 National Academic Network and Information Center
2149,Gabès,Gabès Governorate,Tunisia,,33.8747,10.1023,Africa/Tunis,EO DATACENTER,ATI - Agence Tunisienne Internet,AS37504 EO Data Center
2150,San Diego,California,United States,92111,32.819,-117.179,America/Los_Angeles,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego"
2151,Cedar Rapids,Iowa,United States,52404,41.9504,-91.6897,America/Chicago,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC"
2152,San Diego,California,United States,92111,32.819,-117.179,America/Los_Angeles,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego"
2153,Matão,São Paulo,Brazil,15990,-21.5974,-48.4534,America/Sao_Paulo,PROCESS SOLUTIONS TECNOLOGIA DA INFORMAÇÃO LTDA,PROCESS SOLUTIONS TECNOLOGIA DA INFORMAÇÃO LTDA,AS28334 PROCESS SOLUTIONS TECNOLOGIA DA INFORMAÇÃO LTDA
