Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
260407035848-0700,310,260,310260,86763673,78321214,85202524,310-260-****,310-260-****-**,4G,Smartphone,1956
260405221909+0100,234,20,23420,66648959,54069363,63164473,234-20-****,234-20-****-**,3G,Smartphone,803
260403020828+0100,234,30,23430,63568717,66654272,67406428,234-30-****,234-30-****-**,3G,Tablet,2125
260402151902+0100,234,33,23433,55453050,50040908,51811078,234-33-****,234-33-****-**,3G,Tablet,499
260408012920+0100,206,10,20610,32513671,32513599,45705097,206-10-****,206-10-****-**,5G,IoT Device,2448
260404203934+0200,206,20,20620,58074797,49940405,48181981,206-20-****,206-20-****-**,5G,Smartphone,2141
260403034359+0100,206,10,20610,36701261,45058165,50994976,206-10-****,206-10-****-**,5G,Tablet,612
260402113310+0100,206,01,20601,33657535,41186047,54614902,206-01-****,206-01-****-**,5G,Smartphone,1712
260403114005+0200,240,24,24024,16114463,34364525,17302712,240-24-****,240-24-****-**,5G,Tablet,552
260406052013-0700,310,410,310410,89757769,82548500,99161953,310-410-****,310-410-****-**,4G,Smartphone,2353
260402194309+0000,234,30,23430,64340484,53046922,76385801,234-30-****,234-30-****-**,3G,IoT Device,989
260404183417-0500,310,120,310120,97996905,75200855,67934479,310-120-****,310-120-****-**,4G,Smartphone,947
260406065326+0100,234,33,23433,75151225,56001118,68950343,234-33-****,234-33-****-**,3G,Smartphone,2732
260404181140+0200,206,20,20620,31311704,50123054,47110511,206-20-****,206-20-****-**,5G,IoT Device,1709
260407002227-0600,310,480,310480,82033431,94988267,90928690,310-480-****,310-480-****-**,3G,Tablet,2531
260408073602+0100,240,08,24008,12193773,13645787,19628450,240-08-****,240-08-****-**,5G,Smartphone,1255
260404225224-0500,310,260,310260,83361128,86868430,78364558,310-260-****,310-260-****-**,5G,Smartphone,2907
260406140726+0200,240,04,24004,12444248,13963499,23339790,240-04-****,240-04-****-**,5G,Smartphone,2674
260401174455+0100,206,20,20620,35977350,51540308,28479201,206-20-****,206-20-****-**,5G,Smartphone,2969
260408080704+0100,234,15,23415,52413998,59109550,66567139,234-15-****,234-15-****-**,5G,Tablet,2719
260407000421+0100,240,01,24001,30250225,14760689,10571891,240-01-****,240-01-****-**,3G,Smartphone,2906
260407212549+0000,234,10,23410,61559823,70759272,74196688,234-10-****,234-10-****-**,3G,IoT Device,1599
260404065040+0100,206,10,20610,54844510,46619666,29576916,206-10-****,206-10-****-**,3G,Tablet,263
260401164116+0100,240,04,24004,33311330,29651709,29582602,240-04-****,240-04-****-**,5G,Smartphone,819
260404042802+0200,206,20,20620,42845799,31247452,31430475,206-20-****,206-20-****-**,4G,Smartphone,2717
260406063303+0100,234,10,23410,70939293,71328075,69237027,234-10-****,234-10-****-**,4G,Tablet,1855
260407194042+0200,240,01,24001,22538483,23899884,12302618,240-01-****,240-01-****-**,5G,Smartphone,1704
260407130308+0200,240,01,24001,10276150,19172601,15675429,240-01-****,240-01-****-**,4G,Smartphone,1186
260402085831-0600,310,480,310480,98968565,87188911,93440593,310-480-****,310-480-****-**,5G,Tablet,2668
260402083152+0000,234,15,23415,71365501,53089263,54367847,234-15-****,234-15-****-**,5G,Smartphone,1934
260407005352-0800,310,410,310410,70337834,74112400,70495249,310-410-****,310-410-****-**,4G,Smartphone,1615
260403165405+0100,206,05,20605,57364415,50820576,34886976,206-05-****,206-05-****-**,4G,IoT Device,2649
260405092220+0100,206,20,20620,51688873,50030496,33545093,206-20-****,206-20-****-**,4G,IoT Device,2885
260403175824+0000,234,20,23420,64039446,60679694,67935237,234-20-****,234-20-****-**,3G,Tablet,753
260405081814-0500,310,120,310120,95387875,91101028,95962428,310-120-****,310-120-****-**,3G,Smartphone,2475
260405233627+0100,240,08,24008,14838101,26969152,13850433,240-08-****,240-08-****-**,5G,Smartphone,1100
260405094127+0200,240,16,24016,30886801,23859499,15080779,240-16-****,240-16-****-**,5G,Tablet,2539
260408113404+0100,240,02,24002,12119093,18871667,16015903,240-02-****,240-02-****-**,5G,IoT Device,2507
260407105642+0100,234,30,23430,65267133,69786386,68178387,234-30-****,234-30-****-**,5G,IoT Device,856
260402150627+0100,206,20,20620,57017139,45415108,37854680,206-20-****,206-20-****-**,5G,Smartphone,1311
260407211040+0200,206,20,20620,32945646,45627687,28661495,206-20-****,206-20-****-**,4G,Tablet,2309
260407101819-0500,310,120,310120,77270320,93971698,67311554,310-120-****,310-120-****-**,4G,Smartphone,198
260403071241+0100,240,08,24008,16560902,31314221,21593194,240-08-****,240-08-****-**,5G,Smartphone,1582
260405034236+0100,234,15,23415,59679313,69574699,51511164,234-15-****,234-15-****-**,4G,Tablet,914
260403164511-0600,310,260,310260,83627223,94061438,89893968,310-260-****,310-260-****-**,3G,IoT Device,491
260403025851-0600,310,410,310410,71422202,80931535,79169050,310-410-****,310-410-****-**,4G,IoT Device,2352
260403181746+0100,234,20,23420,56625152,67472696,53676492,234-20-****,234-20-****-**,4G,Tablet,2627
260407143935+0100,240,24,24024,10005639,15167559,27080424,240-24-****,240-24-****-**,5G,Tablet,2482
260403124834+0100,240,16,24016,33104225,16711926,25437321,240-16-****,240-16-****-**,3G,Smartphone,629
260405190727+0200,206,20,20620,56140444,45122443,40836174,206-20-****,206-20-****-**,4G,Tablet,1902
260403033413+0000,234,30,23430,74675868,74313233,68507431,234-30-****,234-30-****-**,3G,Tablet,1559
260406105958+0100,206,20,20620,47808773,37691375,26360435,206-20-****,206-20-****-**,5G,Tablet,399
260406195332+0100,234,38,23438,69301053,72943966,59528141,234-38-****,234-38-****-**,3G,IoT Device,1974
260405162938-0700,310,120,310120,94559008,79230773,78959075,310-120-****,310-120-****-**,3G,IoT Device,669
260401234748+0100,206,05,20605,45264574,53349915,41696312,206-05-****,206-05-****-**,5G,Smartphone,2364
260404153453+0000,234,10,23410,59925797,51401139,55553219,234-10-****,234-10-****-**,4G,Tablet,2807
260407012427+0200,240,04,24004,17892095,15332211,22899618,240-04-****,240-04-****-**,4G,Smartphone,1588
260406180612+0100,240,02,24002,22155098,10792501,16015373,240-02-****,240-02-****-**,5G,Smartphone,2967
260402004044+0100,240,07,24007,24490412,16232327,29658706,240-07-****,240-07-****-**,5G,Smartphone,17
260406004959+0200,206,20,20620,48966804,52693640,42563440,206-20-****,206-20-****-**,5G,Tablet,2975
260404144021+0000,234,15,23415,52016958,59529913,56734242,234-15-****,234-15-****-**,5G,IoT Device,101
260405214132+0200,206,01,20601,35811353,41151342,44363940,206-01-****,206-01-****-**,4G,Smartphone,2887
260408074747+0100,234,33,23433,58443794,50670074,53738872,234-33-****,234-33-****-**,4G,Tablet,2003
260404153928+0200,240,07,24007,37998555,16847290,21704178,240-07-****,240-07-****-**,3G,Smartphone,2676
260402035112+0100,206,20,20620,59977213,54971540,35071912,206-20-****,206-20-****-**,5G,IoT Device,1785
260402030847+0100,206,20,20620,53276250,33220733,28909515,206-20-****,206-20-****-**,5G,Smartphone,425
260401210825+0200,206,05,20605,48514166,52721445,34943472,206-05-****,206-05-****-**,4G,Smartphone,2283
260408002434+0100,206,20,20620,49887935,49453577,35937815,206-20-****,206-20-****-**,5G,IoT Device,131
260408082131+0100,206,05,20605,47320975,42043208,39880216,206-05-****,206-05-****-**,4G,Smartphone,932
260402182927+0000,234,15,23415,69822956,63809092,69405591,234-15-****,234-15-****-**,4G,IoT Device,406
260402114659+0000,234,20,23420,73864437,71196378,76064442,234-20-****,234-20-****-**,4G,Smartphone,1734
260403023810+0100,206,20,20620,38528638,45045835,51317712,206-20-****,206-20-****-**,4G,Smartphone,2012
260404231751+0100,206,01,20601,42702735,51326445,46345641,206-01-****,206-01-****-**,3G,Tablet,817
260406065206+0200,240,01,24001,18766021,34771340,29952150,240-01-****,240-01-****-**,5G,Smartphone,1319
260406125611+0200,206,10,20610,59037950,39462239,43506686,206-10-****,206-10-****-**,4G,Smartphone,218
260404191646+0200,240,02,24002,16680230,21362592,16719727,240-02-****,240-02-****-**,5G,Smartphone,147
260405075806-0800,310,120,310120,94405380,78526330,78178879,310-120-****,310-120-****-**,5G,Smartphone,2530
260402052113-0600,310,410,310410,95565601,92606957,73969658,310-410-****,310-410-****-**,3G,Smartphone,1488
260403122935+0100,240,05,24005,28115469,23028563,13854004,240-05-****,240-05-****-**,4G,Smartphone,1330
260405195917+0200,240,24,24024,33332345,22281001,16742697,240-24-****,240-24-****-**,5G,Smartphone,2769
260404130430+0200,240,01,24001,13287926,14917511,24283857,240-01-****,240-01-****-**,5G,IoT Device,174
260405005103+0200,206,10,20610,39780540,40833384,51636613,206-10-****,206-10-****-**,5G,Tablet,1939
260406220907+0100,206,01,20601,35980969,39280480,39188924,206-01-****,206-01-****-**,5G,Smartphone,1875
260407100756+0200,206,10,20610,37621436,46806066,54339892,206-10-****,206-10-****-**,5G,Smartphone,605
260404190830+0000,234,10,23410,54744440,64005728,77656463,234-10-****,234-10-****-**,4G,IoT Device,757
260402080207-0800,310,260,310260,78363106,85619645,97847022,310-260-****,310-260-****-**,3G,Tablet,1980
260407134326+0100,234,30,23430,64516417,72842472,75109900,234-30-****,234-30-****-**,4G,Tablet,836
260407013623-0600,310,480,310480,77859393,89754475,79600286,310-480-****,310-480-****-**,3G,Smartphone,2044
260407023921+0100,206,20,20620,39112654,34207849,54194745,206-20-****,206-20-****-**,3G,Smartphone,2071
260407131523+0100,206,20,20620,46776718,31690333,46169647,206-20-****,206-20-****-**,5G,Smartphone,1201
260406055910-0800,310,480,310480,76544315,85802965,82570442,310-480-****,310-480-****-**,4G,Tablet,1116
260408000010+0000,234,38,23438,63853717,63794757,51005670,234-38-****,234-38-****-**,4G,IoT Device,570
260405012654+0200,240,08,24008,25712720,24332689,28265865,240-08-****,240-08-****-**,4G,Smartphone,2351
260407005341-0600,310,480,310480,99510023,91623465,92265580,310-480-****,310-480-****-**,4G,IoT Device,156
260402212057-0600,310,260,310260,95331374,80911269,79790803,310-260-****,310-260-****-**,3G,IoT Device,2583
260407050522-0600,310,260,310260,77232075,93224721,97608710,310-260-****,310-260-****-**,3G,Smartphone,1478
260403203423+0200,206,10,20610,46678482,48998239,34464177,206-10-****,206-10-****-**,5G,Smartphone,2995
260406190113+0200,206,10,20610,43665743,45569616,43172211,206-10-****,206-10-****-**,4G,Smartphone,685
260402004728+0100,240,08,24008,24386607,16060268,22180975,240-08-****,240-08-****-**,4G,Smartphone,483
260406085412+0100,240,04,24004,28713291,29613556,14187324,240-04-****,240-04-****-**,5G,Tablet,708
260402172919+0200,206,05,20605,32861178,30822327,33848111,206-05-****,206-05-****-**,5G,Smartphone,813
260406095051+0100,240,24,24024,33394162,12519364,17151347,240-24-****,240-24-****-**,4G,Smartphone,674
260404024918-0500,310,410,310410,77639749,85462006,89307085,310-410-****,310-410-****-**,5G,IoT Device,320
260402062310+0200,240,02,24002,24866433,23620313,21364634,240-02-****,240-02-****-**,3G,Smartphone,2021
260403013354-0600,310,410,310410,92779855,89170313,92245356,310-410-****,310-410-****-**,5G,Smartphone,1842
260405102205-0800,310,410,310410,72988400,82345351,76416753,310-410-****,310-410-****-**,4G,IoT Device,158
260408033113+0200,206,10,20610,40235749,34800806,47318917,206-10-****,206-10-****-**,4G,Tablet,905
260407152830+0100,240,05,24005,11894496,31266025,24433787,240-05-****,240-05-****-**,5G,Tablet,2332
260407184851-0500,310,480,310480,77438003,93635292,72729377,310-480-****,310-480-****-**,3G,IoT Device,2311
260404173749+0000,234,10,23410,55615389,67029241,63192154,234-10-****,234-10-****-**,3G,Smartphone,1685
260402225526+0000,234,15,23415,72653922,59011478,66756395,234-15-****,234-15-****-**,4G,IoT Device,505
260407003116+0200,206,20,20620,37268909,39483141,48904122,206-20-****,206-20-****-**,5G,Tablet,1099
260404024817+0000,234,38,23438,55290967,57680267,74847962,234-38-****,234-38-****-**,3G,IoT Device,1049
260404220621+0000,234,38,23438,73602447,64411122,70003819,234-38-****,234-38-****-**,3G,Smartphone,459
260401234907+0100,234,33,23433,72135729,57593858,59423259,234-33-****,234-33-****-**,3G,IoT Device,2921
260405162550+0200,240,08,24008,36433114,12125705,22690879,240-08-****,240-08-****-**,4G,Smartphone,1390
260407083847+0200,206,05,20605,32144454,32458390,50258281,206-05-****,206-05-****-**,5G,Smartphone,1955
260408140101-0800,310,480,310480,82618221,74723473,89735435,310-480-****,310-480-****-**,4G,IoT Device,1990
260402082859-0600,310,410,310410,86723616,93817263,77743272,310-410-****,310-410-****-**,3G,Tablet,2936
260404074803+0200,240,05,24005,21549889,31604072,15230359,240-05-****,240-05-****-**,5G,Smartphone,313
260407173025+0100,206,10,20610,59434504,41823133,31450702,206-10-****,206-10-****-**,4G,Smartphone,1211
260406081434+0100,234,15,23415,71951046,57793338,59989765,234-15-****,234-15-****-**,5G,Smartphone,838
260403170136+0000,234,15,23415,69950016,61248155,76153424,234-15-****,234-15-****-**,4G,Smartphone,562
260405153933+0200,240,05,24005,22302477,31043009,20052694,240-05-****,240-05-****-**,5G,Smartphone,413
260406100951+0100,234,10,23410,75470415,65130373,61763945,234-10-****,234-10-****-**,5G,Tablet,816
260402093513+0200,206,01,20601,50940237,42918499,34797538,206-01-****,206-01-****-**,5G,IoT Device,1360
260404235908+0100,206,05,20605,43717045,52333104,52416891,206-05-****,206-05-****-**,4G,Smartphone,2760
260405074812-0500,310,120,310120,76990483,86764156,98304345,310-120-****,310-120-****-**,4G,IoT Device,2815
260403150347+0200,206,20,20620,38548668,41870144,32854084,206-20-****,206-20-****-**,4G,Tablet,2808
260404114318-0500,310,480,310480,73720695,78247059,99780592,310-480-****,310-480-****-**,5G,Tablet,1673
260406235817-0800,310,410,310410,80469409,76461999,67556045,310-410-****,310-410-****-**,3G,Smartphone,2051
260406094236+0200,240,16,24016,31618853,34608479,28001457,240-16-****,240-16-****-**,5G,Smartphone,2839
260407131636+0100,206,10,20610,55629631,49996206,51258759,206-10-****,206-10-****-**,4G,Tablet,1280
260309151941+0100,240,24,24024,22503124,21499866,16136079,240-24-****,240-24-****-**,3G,Tablet,58
260405153956+0200,240,24,24024,13435373,10976864,27979616,240-24-****,240-24-****-**,4G,Smartphone,2368
260406165323+0100,234,20,23420,59198479,53308272,62570386,234-20-****,234-20-****-**,4G,IoT Device,1847
260403205926+0100,206,05,20605,45030223,36448397,50767446,206-05-****,206-05-****-**,4G,Smartphone,2313
260408105801+0200,240,05,24005,19567143,20644603,11020043,240-05-****,240-05-****-**,5G,Smartphone,2667
260407202445+0100,206,05,20605,51799191,37702509,26998017,206-05-****,206-05-****-**,4G,Smartphone,902
260404140647-0500,310,410,310410,80287219,92722742,67613435,310-410-****,310-410-****-**,4G,Smartphone,839
260404042457+0100,234,15,23415,58956844,59631618,71677594,234-15-****,234-15-****-**,4G,Smartphone,153
260407150535+0200,240,02,24002,19392712,23694336,22585416,240-02-****,240-02-****-**,5G,Tablet,1614
260401202707+0100,206,01,20601,51471737,53326346,47744200,206-01-****,206-01-****-**,4G,Smartphone,1737
260403014623+0200,240,04,24004,39849565,27741407,29813482,240-04-****,240-04-****-**,4G,Tablet,398
260404155847+0000,234,10,23410,50739437,72264726,67562186,234-10-****,234-10-****-**,4G,Tablet,1779
260405130104-0700,310,410,310410,74978966,79679046,81664435,310-410-****,310-410-****-**,5G,Smartphone,935
260404113809+0100,206,10,20610,50650276,32235618,34419287,206-10-****,206-10-****-**,5G,Smartphone,2837
260406053135+0000,234,33,23433,59511970,52923833,51180853,234-33-****,234-33-****-**,3G,Smartphone,443
260403193454+0200,240,07,24007,12360580,26540332,16928328,240-07-****,240-07-****-**,5G,IoT Device,2811
260404123145-0800,310,480,310480,83122919,85119337,78504102,310-480-****,310-480-****-**,3G,Tablet,1063
260402191517-0600,310,480,310480,75978659,92016204,80929936,310-480-****,310-480-****-**,5G,Smartphone,2329
260404195547-0700,310,120,310120,96667150,74432328,74472039,310-120-****,310-120-****-**,5G,Tablet,2454
260404113317+0000,234,33,23433,57803732,54491269,73135944,234-33-****,234-33-****-**,4G,Smartphone,1388
260401181339+0100,240,24,24024,10647432,12611644,25438975,240-24-****,240-24-****-**,5G,Tablet,773
260403224944+0000,234,10,23410,69106915,63144391,51708664,234-10-****,234-10-****-**,4G,Smartphone,167
260406163459+0100,206,20,20620,42069029,49588450,39137347,206-20-****,206-20-****-**,5G,Tablet,863
260407175553+0200,240,02,24002,18010987,10838085,22763958,240-02-****,240-02-****-**,5G,Smartphone,1751
260404101444-0500,310,410,310410,84495286,85060084,68475320,310-410-****,310-410-****-**,3G,IoT Device,543
260405143146+0200,206,05,20605,37300338,34288077,28132234,206-05-****,206-05-****-**,4G,Smartphone,2085
260403141919+0100,206,05,20605,32930984,40709193,30300031,206-05-****,206-05-****-**,3G,IoT Device,2375
260405175542+0100,234,15,23415,78397093,52943738,69257735,234-15-****,234-15-****-**,3G,Tablet,321
260405013320+0200,240,02,24002,18848171,32324116,18804662,240-02-****,240-02-****-**,5G,Smartphone,823
260403014800+0100,234,10,23410,77092612,65940974,66468037,234-10-****,234-10-****-**,3G,Smartphone,2396
260405164423+0100,206,05,20605,35686325,50934775,41892084,206-05-****,206-05-****-**,5G,IoT Device,637
260406033025+0100,240,05,24005,22613552,12447975,11626738,240-05-****,240-05-****-**,3G,IoT Device,2314
260405144543+0100,206,20,20620,58925403,39160644,43309647,206-20-****,206-20-****-**,5G,Tablet,489
260405094104+0100,206,10,20610,51194246,50465563,43489644,206-10-****,206-10-****-**,4G,Smartphone,1022
260408022453-0600,310,480,310480,85622602,74388052,82591031,310-480-****,310-480-****-**,3G,Smartphone,2459
260406171003+0200,240,04,24004,11600047,16358599,18718075,240-04-****,240-04-****-**,3G,IoT Device,2186
